Unnamed: 0,Hotel,Price,Location,Url
27,The Siem Reap Chilled Backpacker,"31,004","Wat Bo Area, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/motherhome-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=28&hapos=28&sr_order=popularity&srpvid=66eb76de40b30394&srepoch=1680022464&all_sr_blocks=26764016_265067731_0_42_0&highlighted_blocks=26764016_265067731_0_42_0&matching_block_id=26764016_265067731_0_42_0&sr_pri_blocks=26764016_265067731_0_42_0__765&tpi_r=2&from_sustainable_property_sr=1
28,Khmer House Resort,"179,456",Siem Reap | 2.2 km from centre,https://www.booking.com/hotel/kh/onederz-khmer-house.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=29&hapos=29&sr_order=popularity&srpvid=66eb76de40b30394&srepoch=1680022464&all_sr_blocks=249370307_234475684_2_41_0&highlighted_blocks=249370307_234475684_2_41_0&matching_block_id=249370307_234475684_2_41_0&sr_pri_blocks=249370307_234475684_2_41_0__4428&tpi_r=2&from_sustainable_property_sr=1
29,IKI IKI Guesthouse,"83,892",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/iki-iki-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=30&hapos=30&sr_order=popularity&srpvid=66eb76de40b30394&srepoch=1680022464&all_sr_blocks=86781003_269390199_0_1_0&highlighted_blocks=86781003_269390199_0_1_0&matching_block_id=86781003_269390199_0_1_0&sr_pri_blocks=86781003_269390199_0_1_0__2070&tpi_r=2
0,Grand Elysee La Residence,"212,203",Siem Reap | 1.5 km from centre,https://www.booking.com/hotel/kh/grand-elysee-la-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=31&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=251340601_299019204_2_2_0&highlighted_blocks=251340601_299019204_2_2_0&matching_block_id=251340601_299019204_2_2_0&sr_pri_blocks=251340601_299019204_2_2_0__5236&tpi_r=2&from_sustainable_property_sr=1
1,IKI IKI Guesthouse,"83,892",Siem Reap | 0.7 km from centre,https://www.booking.com/hotel/kh/iki-iki-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=32&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=86781003_269390199_0_1_0&highlighted_blocks=86781003_269390199_0_1_0&matching_block_id=86781003_269390199_0_1_0&sr_pri_blocks=86781003_269390199_0_1_0__2070&tpi_r=2
2,city inn hotel,"48,633",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/city-in-budget-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=33&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=905864407_362900147_0_42_0&highlighted_blocks=905864407_362900147_0_42_0&matching_block_id=905864407_362900147_0_42_0&sr_pri_blocks=905864407_362900147_0_42_0__1200&tpi_r=2&from_sustainable_property_sr=1
3,King Boutique Hotel,"66,911",Siem Reap | 0.6 km from centre,https://www.booking.com/hotel/kh/the-king-angkor-villa-and-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=34&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=27390504_0_2_0_0&highlighted_blocks=27390504_0_2_0_0&matching_block_id=27390504_0_2_0_0&sr_pri_blocks=27390504_0_2_0_0__1651&tpi_r=1
4,Passport Villa,"76,597",Siem Reap | 0.6 km from centre,https://www.booking.com/hotel/kh/alliance-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=35&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=25770230_369746353_2_34_0&highlighted_blocks=25770230_369746353_2_34_0&matching_block_id=25770230_369746353_2_34_0&sr_pri_blocks=25770230_369746353_2_34_0__1890&tpi_r=2&from_sustainable_property_sr=1
5,The Urban,"183,833",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/the-urban.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=36&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=33197308_261909258_0_42_0&highlighted_blocks=33197308_261909258_0_42_0&matching_block_id=33197308_261909258_0_42_0&sr_pri_blocks=33197308_261909258_0_42_0__4536&tpi_r=2&from_sustainable_property_sr=1
6,Golden Temple Hotel,"388,943",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/golden-temple.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=37&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=27766001_96054938_0_2_0&highlighted_blocks=27766001_96054938_0_2_0&matching_block_id=27766001_96054938_0_2_0&sr_pri_blocks=27766001_96054938_0_2_0__9597&tpi_r=2&from_sustainable_property_sr=1
7,Sweetdreams Guesthouse,"32,422","Wat Bo Area, Siem Reap | 0.6 km from centre",https://www.booking.com/hotel/kh/sweetdreams-guesthouse.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=38&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=214916405_96910792_2_42_0&highlighted_blocks=214916405_96910792_2_42_0&matching_block_id=214916405_96910792_2_42_0&sr_pri_blocks=214916405_96910792_2_42_0__800&tpi_r=2
8,Le Water Villa,"66,141","Old French Quarter, Siem Reap | 300 m from centre",https://www.booking.com/hotel/kh/kandal-village-inn.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=39&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=207289005_0_2_0_0&highlighted_blocks=207289005_0_2_0_0&matching_block_id=207289005_0_2_0_0&sr_pri_blocks=207289005_0_2_0_0__1632&tpi_r=1&from_sustainable_property_sr=1
9,Jaya House River Park,"972,662",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/jaya-house-river-park-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=40&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=202190304_352036619_0_41_0&highlighted_blocks=202190304_352036619_0_41_0&matching_block_id=202190304_352036619_0_41_0&sr_pri_blocks=202190304_352036619_0_41_0__24000&tpi_r=2&from_sustainable_property_sr=1
10,Memoire Siem Reap Hotel,"146,386","National Road 6, Siem Reap | 1 km from centre",https://www.booking.com/hotel/kh/memoire-siem-reap-hotel.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=41&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=27136313_0_2_1_0&highlighted_blocks=27136313_0_2_1_0&matching_block_id=27136313_0_2_1_0&sr_pri_blocks=27136313_0_2_1_0__3612&tpi_r=1&from_sustainable_property_sr=1
11,Sihariddh BnB Villa,"44,580","Taphul Village Area, Siem Reap | 400 m from centre",https://www.booking.com/hotel/kh/sihariddh-bnb-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=42&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=905473301_361626592_2_2_0&highlighted_blocks=905473301_361626592_2_2_0&matching_block_id=905473301_361626592_2_2_0&sr_pri_blocks=905473301_361626592_2_2_0__1100&tpi_r=2
12,SOKSAN ANGKOR VILLA,"99,860",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/soksan-angkor-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=43&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=971690104_369940374_2_0_0&highlighted_blocks=971690104_369940374_2_0_0&matching_block_id=971690104_369940374_2_0_0&sr_pri_blocks=971690104_369940374_2_0_0__2464&tpi_r=2&from_sustainable_property_sr=1
13,Heritage Suites Hotel,"407,748",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/heritage-suites-relais-amp-chateaux.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=44&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=47414801_0_2_1_0&highlighted_blocks=47414801_0_2_1_0&matching_block_id=47414801_0_2_1_0&sr_pri_blocks=47414801_0_2_1_0__10061&tpi_r=1&from_sustainable_property_sr=1
14,Dontrei Villa Angkor,"164,137",Siem Reap | 5.4 km from centre,https://www.booking.com/hotel/kh/dontrei-villa-angkor.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=45&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=492032401_363493759_2_2_0&highlighted_blocks=492032401_363493759_2_2_0&matching_block_id=492032401_363493759_2_2_0&sr_pri_blocks=492032401_363493759_2_2_0__4050&tpi_r=2&from_sustainable_property_sr=1
15,Golden Temple Retreat,"450,626",Siem Reap | 1.2 km from centre,https://www.booking.com/hotel/kh/golden-temple-retreat.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=46&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=209122413_95734726_0_2_0&highlighted_blocks=209122413_95734726_0_2_0&matching_block_id=209122413_95734726_0_2_0&sr_pri_blocks=209122413_95734726_0_2_0__11119&tpi_r=2&from_sustainable_property_sr=1
16,Bou Phanith Villa,"60,791",Siem Reap | 0.9 km from centre,https://www.booking.com/hotel/kh/tareach-angkor-villa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=47&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=77002225_224788880_2_0_0&highlighted_blocks=77002225_224788880_2_0_0&matching_block_id=77002225_224788880_2_0_0&sr_pri_blocks=77002225_224788880_2_0_0__1500&tpi_r=2
17,Mane Boutique Hotel & Spa,"285,314",Siem Reap | 1.4 km from centre,https://www.booking.com/hotel/kh/mane-boutique-amp-spa.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=48&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=120073002_328120518_2_0_0&highlighted_blocks=120073002_328120518_2_0_0&matching_block_id=120073002_328120518_2_0_0&sr_pri_blocks=120073002_328120518_2_0_0__7040&tpi_r=2&from_sustainable_property_sr=1
18,Rithy Rine Angkor Residence,"160,368",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/rithy-rine-angkor-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=49&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=166886105_119809028_0_0_0&highlighted_blocks=166886105_119809028_0_0_0&matching_block_id=166886105_119809028_0_0_0&sr_pri_blocks=166886105_119809028_0_0_0__3957&tpi_r=2&from_sustainable_property_sr=1
19,Lily Pad Boutique Hotel,"80,245",Siem Reap | 2.4 km from centre,https://www.booking.com/hotel/kh/villa-lily-pad-boutique-krong-siem-reap.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=50&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=938005902_369329577_2_2_0&highlighted_blocks=938005902_369329577_2_2_0&matching_block_id=938005902_369329577_2_2_0&sr_pri_blocks=938005902_369329577_2_2_0__1980&tpi_r=2
20,Chateau d'Angkor La Residence,"396,806","Old French Quarter, Siem Reap | 40 m from centre",https://www.booking.com/hotel/kh/chateau-d-angkor-la-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=51&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=44205501_88882505_0_1_0&highlighted_blocks=44205501_88882505_0_1_0&matching_block_id=44205501_88882505_0_1_0&sr_pri_blocks=44205501_88882505_0_1_0__9791&tpi_r=2&from_sustainable_property_sr=1
21,Blanc Smith Residence,"206,691",Siem Reap | 0.8 km from centre,https://www.booking.com/hotel/kh/blanc-smith-residence.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=52&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=407826601_338991536_2_2_0&highlighted_blocks=407826601_338991536_2_2_0&matching_block_id=407826601_338991536_2_2_0&sr_pri_blocks=407826601_338991536_2_2_0__5100&tpi_r=2&from_sustainable_property_sr=1
22,Navutu Dreams Resort & Wellness Retreat,"427,809",Siem Reap | 2.5 km from centre,https://www.booking.com/hotel/kh/navutu-dreams-resort.en-gb.html?label=siemreab-wvB*LeiMNyDdKNsPkW9P5AS110121595709%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342137510%3Akwd-300284507489%3Alp1009829%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&sid=3c523558a1c1dc70c2d8efa4237ca8d2&aid=306395&ucfs=1&arphpl=1&checkin=2023-04-03&checkout=2023-04-04&dest_id=-1032755&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=53&sr_order=popularity&srpvid=556376e041870d19&srepoch=1680022466&all_sr_blocks=39586303_361884766_2_41_0&highlighted_blocks=39586303_361884766_2_41_0&matching_block_id=39586303_361884766_2_41_0&sr_pri_blocks=39586303_361884766_2_41_0__10556&tpi_r=2&from_sustainable_property_sr=1
